all_bin_bots,all_bin_tops,all_kurt
2522.7500038146973,2522.7500038146973,18.045359827398336
2522.8750038146973,2522.8750038146973,133.1001346224368
2523.0000038146973,2523.0000038146973,-0.017407551692165235
2523.1250038146973,2523.1250038146973,-0.8957187867923491
2523.2500038146973,2523.2500038146973,-1.1884553236969038
2523.3750038146973,2523.3750038146973,-0.9112696667293965
2523.5000038146973,2523.5000038146973,-0.9238720319277363
2523.6250038146973,2523.6250038146973,-1.1866993561831263
2523.7500038146973,2523.7500038146973,-0.8964880390290313
2523.8750038146973,2523.8750038146973,-0.03149210339393527
2524.0000038146973,2524.0000038146973,-0.0483499455074301
2524.1250038146973,2524.1250038146973,-0.8946047315735282
2524.2500038146973,2524.2500038146973,0.23489611097184326
2524.3750038146973,2524.3750038146973,-0.8978953618484407
2524.5000038146973,2524.5000038146973,-0.9045879992060235
2524.6250038146973,2524.6250038146973,-1.1815071372048962
2524.7500038146973,2524.7500038146973,94.52898172828878
2524.8750038146973,2524.8750038146973,0.021664591514797493
2525.0000038146973,2525.0000038146973,-0.041394700898556014
2525.1250038146973,2525.1250038146973,347.26090961324724
2525.2500038146973,2525.2500038146973,-1.1844871881721601
2525.3750038146973,2525.3750038146973,-0.9049549557217635
2525.5000038146973,2525.5000038146973,-0.9489159107872882
2525.6250038146973,2525.6250038146973,-1.1874300752722602
2525.7500038146973,2525.7500038146973,-0.8802067147429447
2525.8750038146973,2525.8750038146973,0.025786867711050654
2526.0000038146973,2526.0000038146973,-0.031118759909127824
2526.1250038146973,2526.1250038146973,-0.9064457796551677
2526.2500038146973,2526.2500038146973,-1.1876690795358746
2526.3750038146973,2526.3750038146973,-0.9056312288610044
2526.5000038146973,2526.5000038146973,-0.9156894292787681
2526.6250038146973,2526.6250038146973,-1.17807757074173
2526.7500038146973,2526.7500038146973,0.9568587721402824
2526.8750038146973,2526.8750038146973,896.6290827047592
2527.0000038146973,2527.0000038146973,3902.457497755878
2527.1250038146973,2527.1250038146973,523.4669090558773
2527.2500038146973,2527.2500038146973,1616.7146243820496
2527.3750038146973,2527.3750038146973,10.173149248203648
2527.5000038146973,2527.5000038146973,-0.9026965073415694
2527.6250038146973,2527.6250038146973,-1.176822913212528
2527.7500038146973,2527.7500038146973,-0.8760796416389045
2527.8750038146973,2527.8750038146973,-0.027629060722327736
2528.0000038146973,2528.0000038146973,0.2827716241314713
2528.1250038146973,2528.1250038146973,-0.8780342526085048
2528.2500038146973,2528.2500038146973,-1.186524451986348
2528.3750038146973,2528.3750038146973,0.2850217638663186
2528.5000038146973,2528.5000038146973,-0.9223913054023596
2528.6250038146973,2528.6250038146973,-1.1824342393840364
2528.7500038146973,2528.7500038146973,-0.8919001538521178
2528.8750038146973,2528.8750038146973,-0.044340956946624654
2529.0000038146973,2529.0000038146973,0.011752341648443743
2529.1250038146973,2529.1250038146973,-0.9078698266268446
2529.2500038146973,2529.2500038146973,-1.184969197679163
2529.3750038146973,2529.3750038146973,-0.9110896085849349
2529.5000038146973,2529.5000038146973,-0.9073688615491347
2529.6250038146973,2529.6250038146973,-1.1891644186758994
2529.7500038146973,2529.7500038146973,368.0127486794617
2529.8750038146973,2529.8750038146973,-0.09501573966681898
2530.0000038146973,2530.0000038146973,-0.04192759469006857
2530.1250038146973,2530.1250038146973,-0.8793027645807636
2530.2500038146973,2530.2500038146973,-1.185258205614427
2530.3750038146973,2530.3750038146973,-0.8934242704943451
2530.5000038146973,2530.5000038146973,-0.9037156134969311
2530.6250038146973,2530.6250038146973,-1.1861151827866603
2530.7500038146973,2530.7500038146973,-0.8657688173113942
2530.8750038146973,2530.8750038146973,-0.018510401665273957
2531.0000038146973,2531.0000038146973,-0.07915528200347399
2531.1250038146973,2531.1250038146973,-0.9011361980914852
2531.2500038146973,2531.2500038146973,-1.1851079332228909
2531.3750038146973,2531.3750038146973,-0.9053513481085056
2531.5000038146973,2531.5000038146973,-0.9219302429982177
2531.6250038146973,2531.6250038146973,-1.182770203040416
2531.7500038146973,2531.7500038146973,-0.8868283144011464
2531.8750038146973,2531.8750038146973,-0.1648175516622965
2532.0000038146973,2532.0000038146973,1717.66505243543
2532.1250038146973,2532.1250038146973,-0.8933015768651487
2532.2500038146973,2532.2500038146973,-1.18575844180214
2532.3750038146973,2532.3750038146973,-0.9072773970225363
2532.5000038146973,2532.5000038146973,-0.9021018115639032
2532.6250038146973,2532.6250038146973,-1.1806617353520192
2532.7500038146973,2532.7500038146973,-0.8857640320272218
2532.8750038146973,2532.8750038146973,0.01809825974225232
2533.0000038146973,2533.0000038146973,-0.008409554755870019
2533.1250038146973,2533.1250038146973,-0.8695408994033142
2533.2500038146973,2533.2500038146973,-1.1795908378350015
2533.3750038146973,2533.3750038146973,-0.9058450620156715
2533.5000038146973,2533.5000038146973,-0.9175715100677206
2533.6250038146973,2533.6250038146973,-1.1764705988505382
2533.7500038146973,2533.7500038146973,-0.8645650549581982
2533.8750038146973,2533.8750038146973,-0.08128367337796893
2534.0000038146973,2534.0000038146973,-0.12371586023329728
2534.1250038146973,2534.1250038146973,-0.8713451548490463
2534.2500038146973,2534.2500038146973,-1.1821743723195646
2534.3750038146973,2534.3750038146973,2.7178437208341126
2534.5000038146973,2534.5000038146973,-0.9182712565377433
2534.6250038146973,2534.6250038146973,-1.1731429511675797
2534.7500038146973,2534.7500038146973,-0.8976068308803957
2534.8750038146973,2534.8750038146973,3.6977013636871128
2535.0000038146973,2535.0000038146973,-0.055164958482651016
2535.1250038146973,2535.1250038146973,-0.8818549738786361
2535.2500038146973,2535.2500038146973,-1.1832408111457111
2535.3750038146973,2535.3750038146973,-0.933730414444065
2535.5000038146973,2535.5000038146973,-0.9117563694014001
2535.6250038146973,2535.6250038146973,-1.1715379431222115
2535.7500038146973,2535.7500038146973,-0.8742968812441338
2535.8750038146973,2535.8750038146973,-0.04109533689644529
2536.0000038146973,2536.0000038146973,0.00500728762470759
2536.1250038146973,2536.1250038146973,-0.880473871615882
2536.2500038146973,2536.2500038146973,-1.1808300612610687
2536.3750038146973,2536.3750038146973,-0.9243197299457804
2536.5000038146973,2536.5000038146973,-0.9062732561405387
2536.6250038146973,2536.6250038146973,16.086330048880296
2536.7500038146973,2536.7500038146973,-0.8724309622509296
2536.8750038146973,2536.8750038146973,-0.0407054857108573
2537.0000038146973,2537.0000038146973,-0.09253712656577395
2537.1250038146973,2537.1250038146973,-0.8764919462618752
2537.2500038146973,2537.2500038146973,-1.1848196598635807
2537.3750038146973,2537.3750038146973,-0.9222374673032694
2537.5000038146973,2537.5000038146973,-0.9067610450888384
2537.6250038146973,2537.6250038146973,-1.1881264021720603
2537.7500038146973,2537.7500038146973,-0.8793974280256918
2537.8750038146973,2537.8750038146973,-0.05721163315345912
2538.0000038146973,2538.0000038146973,-0.03574602728774323
2538.1250038146973,2538.1250038146973,-0.903758662621617
2538.2500038146973,2538.2500038146973,-1.1830655369285639
2538.3750038146973,2538.3750038146973,-0.9173291063960978
2538.5000038146973,2538.5000038146973,-0.9153053580106767
2538.6250038146973,2538.6250038146973,-1.1808767887890337
2538.7500038146973,2538.7500038146973,-0.9001105209274192
2538.8750038146973,2538.8750038146973,288.21450710047634
2539.0000038146973,2539.0000038146973,3906.374684205523
2539.1250038146973,2539.1250038146973,-0.8774887553396646
2539.2500038146973,2539.2500038146973,-1.177852769359499
2539.3750038146973,2539.3750038146973,-0.9215698053419485
2539.5000038146973,2539.5000038146973,10493.532216480246
2539.6250038146973,2539.6250038146973,7.715959909155748
2539.7500038146973,2539.7500038146973,-0.8769053770161364
2539.8750038146973,2539.8750038146973,1.2229450055702547
2540.0000038146973,2540.0000038146973,0.0028474291220530468
2540.1250038146973,2540.1250038146973,7284.1858168184835
2540.2500038146973,2540.2500038146973,5714.676425259499
2540.3750038146973,2540.3750038146973,5154.133309415954
